2013-03-04 16:15:13.447 INFO in 'file_copier' at 	line 76: There are one argument received.
2013-03-04 16:15:13.448 INFO in 'file_copier' at 	line 78: And it is txt object.
2013-03-04 16:15:13.448 INFO in 'file_copier' at 	line 43: Path list from txt: ['/home/russel/DEV/py/catdv_file_copier/input/filename.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename1.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename2.original.mov']
2013-03-04 16:15:13.448 INFO in 'file_copier' at 	line 93: ---End log at 2013-03-04 16:15:13.448211---

2013-03-04 16:15:13.448 INFO in 'file_copier' at 	line 94: 
     **************************************************
2013-03-04 16:15:48.583 INFO in 'file_copier' at 	line 24: 


     **************************************************
2013-03-04 16:15:48.583 INFO in 'file_copier' at 	line 26: 2013-03-04 16:15:48.583656
2013-03-04 16:15:48.583 INFO in 'file_copier' at 	line 28: ---Start log---
2013-03-04 16:15:48.583 INFO in 'file_copier' at 	line 76: There are one argument received.
2013-03-04 16:15:48.583 INFO in 'file_copier' at 	line 78: And it is txt object.
2013-03-04 16:15:48.584 INFO in 'file_copier' at 	line 43: Path list from txt: ['/home/russel/DEV/py/catdv_file_copier/input/filename.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename1.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename2.original.mov']
2013-03-04 16:16:07.783 INFO in 'file_copier' at 	line 24: 


     **************************************************
2013-03-04 16:16:07.783 INFO in 'file_copier' at 	line 26: 2013-03-04 16:16:07.783661
2013-03-04 16:16:07.783 INFO in 'file_copier' at 	line 28: ---Start log---
2013-03-04 16:16:07.783 INFO in 'file_copier' at 	line 76: There are one argument received.
2013-03-04 16:16:07.783 INFO in 'file_copier' at 	line 78: And it is txt object.
2013-03-04 16:16:07.784 INFO in 'file_copier' at 	line 43: Path list from txt: ['/home/russel/DEV/py/catdv_file_copier/input/filename.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename1.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename2.original.mov']
2013-03-04 16:16:22.87 INFO in 'file_copier' at 	line 24: 


     **************************************************
2013-03-04 16:16:22.87 INFO in 'file_copier' at 	line 26: 2013-03-04 16:16:22.087461
2013-03-04 16:16:22.87 INFO in 'file_copier' at 	line 28: ---Start log---
2013-03-04 16:16:22.87 INFO in 'file_copier' at 	line 76: There are one argument received.
2013-03-04 16:16:22.87 INFO in 'file_copier' at 	line 78: And it is txt object.
2013-03-04 16:16:22.87 INFO in 'file_copier' at 	line 43: Path list from txt: ['/home/russel/DEV/py/catdv_file_copier/input/filename.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename1.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename2.original.mov']
2013-03-04 16:16:22.87 INFO in 'file_copier' at 	line 61: The new filename created: filename.mov 
2013-03-04 16:16:22.87 INFO in 'file_copier' at 	line 61: The new filename created: filename1.mov 
